Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,DayOfWeek,Holiday,Sales_3week_MA,Sales_12week_MA,Temp_Bin,Season,zscore_sales,is_outlier
1,2010-07-23,1385065.2,0,83.36,2.608,211.2351443,7.787,2010,7,29,4,No Holiday,1460026.0999999999,1490543.045,Hot,Summer,-1.094990373227839,0
1,2010-07-30,1371986.6,0,81.84,2.64,211.3699032,7.787,2010,7,30,4,No Holiday,1401996.906666667,1471212.335,Hot,Summer,-1.1791326095088555,0
1,2010-08-06,1605491.78,0,87.16,2.627,211.5046621,7.787,2010,8,31,4,No Holiday,1454181.1933333334,1480482.3583333334,Hot,Summer,0.3231419480432907,0
1,2010-08-13,1508237.76,0,87.0,2.692,211.6394211,7.787,2010,8,32,4,No Holiday,1495238.7133333336,1489530.3325000003,Hot,Summer,-0.3025496955667896,0
1,2010-08-20,1513080.49,0,86.65,2.664,211.6033633,7.787,2010,8,33,4,No Holiday,1542270.01,1496281.2108333334,Hot,Summer,-0.27139359843826133,0
1,2010-08-27,1449142.92,0,85.22,2.619,211.5673056,7.787,2010,8,34,4,No Holiday,1490153.7233333334,1482416.0616666668,Hot,Summer,-0.6827411526240379,0
1,2010-09-03,1540163.53,0,81.21,2.577,211.5312479,7.787,2010,9,35,4,No Holiday,1500795.6466666665,1482216.265,Hot,Fall,-0.0971526589731619,0
1,2010-09-10,1507460.69,1,78.69,2.565,211.4951902,7.787,2010,9,36,4,Holiday,1498922.38,1482564.3175,Warm,Fall,-0.3075490385810951,0
1,2010-09-17,1430378.67,0,82.11,2.582,211.5224596,7.787,2010,9,37,4,No Holiday,1492667.63,1483203.24,Hot,Fall,-0.8034624803759441,0
1,2010-09-24,1351791.03,0,80.94,2.624,211.5972246,7.787,2010,9,38,4,No Holiday,1429876.7966666666,1471484.3141666667,Hot,Fall,-1.3090624508351316,0
1,2010-10-01,1453329.5,0,71.89,2.603,211.6719895,7.838,2010,10,39,4,No Holiday,1411833.0666666667,1463755.5908333333,Warm,Fall,-0.6558064498600273,0
1,2010-10-08,1508239.93,0,63.93,2.633,211.7467544,7.838,2010,10,40,4,No Holiday,1437786.82,1468697.3416666668,Warm,Fall,-0.3025357346953872,0
1,2010-10-15,1459409.1,0,67.18,2.72,211.8137436,7.838,2010,10,41,4,No Holiday,1473659.5099999998,1474892.6666666667,Warm,Fall,-0.6166928490392911,0
1,2010-10-22,1345454.0,0,69.86,2.725,211.8612937,7.838,2010,10,42,4,No Holiday,1437701.0099999998,1472681.6166666665,Warm,Fall,-1.3498322484877776,0
1,2010-10-29,1384209.22,0,69.64,2.716,211.9088438,7.838,2010,10,43,4,No Holiday,1396357.4400000002,1454241.4033333333,Warm,Fall,-1.1004973901418684,0
1,2010-11-05,1551659.28,0,58.74,2.689,211.9563939,7.838,2010,11,44,4,No Holiday,1427107.5,1457859.8633333333,Mild,Fall,-0.023193816839637962,0
1,2010-11-12,1494479.49,0,59.61,2.728,212.003944,7.838,2010,11,45,4,No Holiday,1476782.6633333333,1456309.78,Mild,Fall,-0.3910646440443052,0
1,2010-11-19,1483784.18,0,51.41,2.771,211.8896737,7.838,2010,11,46,4,No Holiday,1509974.3166666667,1459196.5516666668,Mild,Fall,-0.4598737903687385,0
1,2010-11-26,1955624.11,1,64.52,2.735,211.7484333,7.838,2010,11,47,4,Holiday,1644629.26,1493818.2666666666,Warm,Fall,2.5757467559342864,0
1,2010-12-03,1548033.78,0,49.27,2.708,211.607193,7.838,2010,12,48,4,No Holiday,1662480.6900000002,1497199.3575,Mild,Winter,-0.04651876581252717,0
1,2010-12-10,1682614.26,0,46.33,2.843,211.4659526,7.838,2010,12,49,4,No Holiday,1728757.3833333335,1518218.99,Mild,Winter,0.8193156925371998,0
1,2010-12-17,1891034.93,0,49.84,2.869,211.4053124,7.838,2010,12,50,4,No Holiday,1707227.6566666665,1563155.9816666665,Mild,Winter,2.1602070158430546,0
1,2010-12-24,2387950.2,0,52.33,2.886,211.4051222,7.838,2010,12,51,4,No Holiday,1987199.7966666669,1641041.0399999998,Mild,Winter,5.357151800451927,1
1,2010-12-31,1367320.01,1,48.43,2.943,211.4049321,7.838,2010,12,52,4,Holiday,1882101.7133333336,1629297.7133333331,Mild,Winter,-1.2091554956286727,0
1,2011-01-07,1444732.28,0,48.27,2.976,211.4047419,7.742,2011,1,1,4,No Holiday,1733334.1633333333,1628074.6450000003,Mild,Winter,-0.7111173636122551,0
1,2011-01-14,1391013.96,0,35.4,2.983,211.4574109,7.742,2011,1,2,4,No Holiday,1401022.0833333333,1631871.3083333336,Cold,Winter,-1.0567185421833032,0
1,2011-01-21,1327405.42,0,44.04,3.016,211.8272343,7.742,2011,1,3,4,No Holiday,1387717.22,1627137.6583333332,Mild,Winter,-1.4659492551166868,0
1,2011-01-28,1316899.31,0,43.83,3.01,212.1970577,7.742,2011,1,4,4,No Holiday,1345106.23,1607574.3275,Mild,Winter,-1.5335411678607382,0
1,2011-02-04,1606629.58,0,42.27,2.989,212.5668812,7.742,2011,2,5,4,No Holiday,1416978.1033333335,1616920.1683333332,Mild,Winter,0.3304620768369342,0
1,2011-02-11,1649614.93,1,36.39,3.022,212.9367046,7.742,2011,2,6,4,Holiday,1524381.2733333334,1630739.3975,Cold,Winter,0.6070118204121043,0
1,2011-02-18,1686842.78,0,57.36,3.045,213.2478853,7.742,2011,2,7,4,No Holiday,1647695.7633333334,1608340.9533333334,Mild,Winter,0.8465202197005819,0
1,2011-02-25,1456800.28,0,62.9,3.065,213.535609,7.742,2011,2,8,4,No Holiday,1597752.6633333333,1600738.1616666664,Warm,Winter,-0.6334769045845826,0
1,2011-03-04,1636263.41,0,59.58,3.288,213.8233327,7.742,2011,3,9,4,No Holiday,1593302.156666667,1596875.5908333333,Mild,Spring,0.5211137311249687,0
1,2011-03-11,1553191.63,0,53.56,3.459,214.1110564,7.742,2011,3,10,4,No Holiday,1548751.7733333334,1568721.9825,Mild,Spring,-0.01333531854737386,0
1,2011-03-18,1576818.06,0,62.76,3.488,214.3627114,7.742,2011,3,11,4,No Holiday,1588757.7,1501127.6375,Warm,Spring,0.13866723948918455,0
1,2011-03-25,1541102.38,0,69.97,3.473,214.5999389,7.742,2011,3,12,4,No Holiday,1557037.3566666667,1515609.5016666667,Warm,Spring,-0.09111249117749405,0
1,2011-04-01,1495064.75,0,59.17,3.524,214.8371664,7.682,2011,4,13,4,No Holiday,1537661.7299999997,1519803.8741666665,Mild,Spring,-0.3872993262575521,0
1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682,2011,4,14,4,No Holiday,1550142.1600000001,1538407.656666667,Warm,Spring,0.37954882236855225,0
1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,2011,4,15,4,No Holiday,1556404.3666666665,1557781.2883333333,Warm,Spring,0.029752755787907217,0
1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,2011,4,16,4,No Holiday,1579656.0533333335,1578441.33,Warm,Spring,0.061475522756604804,0
1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,2011,4,17,4,No Holiday,1526599.8333333333,1565813.0891666666,Warm,Spring,-0.6444756908249807,0
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,2011,5,18,4,No Holiday,1549767.26,1564127.785,Warm,Spring,0.4769013241231598,0
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,2011,5,19,4,No Holiday,1563085.8499999999,1557288.8516666666,Warm,Spring,0.31853421712220886,0
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,2011,5,20,4,No Holiday,1554128.3766666667,1554907.0175,Warm,Spring,-0.8173615893984314,0
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,2011,5,21,4,No Holiday,1499680.173333333,1540722.2891666668,Warm,Spring,-0.5739895028652526,0
1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,2011,6,22,4,No Holiday,1509781.1166666665,1547546.1875,Hot,Summer,0.5134899372943595,0
1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,2011,6,23,4,No Holiday,1563357.8,1548557.0424999997,Hot,Summer,0.2167082532880755,0
1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,2011,6,24,4,No Holiday,1585380.53,1547808.0825000003,Hot,Summer,-0.14893443170785295,0
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,2011,6,25,4,No Holiday,1519964.4433333334,1543121.8658333335,Hot,Summer,-0.7490891967611618,0
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,2011,7,26,4,No Holiday,1486494.3666666665,1532645.0941666665,Hot,Summer,-0.42928912393053376,0
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,2011,7,27,4,No Holiday,1487405.96,1530558.4808333332,Hot,Summer,-0.13134000226306652,0
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,2011,7,28,4,No Holiday,1492835.9000000001,1521416.8275,Hot,Summer,-0.6442873155647609,0
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,2011,7,29,4,No Holiday,1462298.8099999998,1516569.8383333331,Hot,Summer,-1.0186776767071373,0
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,2011,7,30,4,No Holiday,1401422.1933333334,1493472.2141666666,Hot,Summer,-1.306303988520522,0
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,2011,8,31,4,No Holiday,1457843.4533333334,1495106.2283333333,Hot,Summer,0.44468497279776675,0
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,2011,8,32,4,No Holiday,1500583.5433333332,1503183.63,Hot,Summer,-0.1937621464243965,0
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,2011,8,33,4,No Holiday,1560097.423333333,1508576.5266666666,Hot,Summer,-0.1576418336354164,0
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,2011,8,34,4,No Holiday,1506867.326666667,1494377.7808333335,Hot,Summer,-0.5826954894049307,0
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,2011,9,35,4,No Holiday,1515228.0366666669,1491151.1891666667,Hot,Fall,-0.032394224101580105,0
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,2011,9,36,4,Holiday,1518464.64,1491847.5541666665,Warm,Fall,-0.09517298167390749,0
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,2011,9,37,4,No Holiday,1534986.7466666668,1498133.3566666667,Warm,Fall,-0.2638065403568272,0
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,2011,9,38,4,No Holiday,1478250.43,1489090.205,Warm,Fall,-1.1274473404935392,0
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,2011,9,39,4,No Holiday,1429613.96,1477399.5541666665,Warm,Fall,-1.0338930321260844,0
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,2011,10,40,4,No Holiday,1468524.0166666666,1492055.3858333335,Warm,Fall,0.48718649752668675,0
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,2011,10,41,4,No Holiday,1506359.2366666666,1500105.3116666668,Warm,Fall,-0.3971994498207745,0
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,2011,10,42,4,No Holiday,1542359.5533333335,1512633.8941666668,Warm,Fall,-0.3390601407252964,0
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,2011,10,43,4,No Holiday,1480445.9333333333,1497706.0058333334,Warm,Fall,-0.7077924244649154,0
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,2011,11,44,4,No Holiday,1548347.1500000001,1512046.2133333331,Mild,Fall,0.9133445418607272,0
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,2011,11,45,4,No Holiday,1579139.1866666668,1517394.335,Mild,Fall,0.2552490723664142,0
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,2011,11,46,4,No Holiday,1610550.7233333334,1523626.8549999997,Warm,Fall,-0.10152640054266707,0
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,2011,11,47,4,Holiday,1722581.0833333333,1563884.4749999999,Warm,Fall,3.0756138264402937,1
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,2011,12,48,4,No Holiday,1718962.7699999998,1567518.8675,Mild,Winter,0.185412933460395,0
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,2011,12,49,4,No Holiday,1805695.663333333,1591304.0841666667,Mild,Winter,1.5724829592182277,0
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,2011,12,50,4,No Holiday,1754981.0,1633067.1175,Mild,Winter,2.0967830987388,0
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,2011,12,51,4,No Holiday,1983682.68,1706036.0475,Mild,Winter,4.599525482913466,1
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,2011,12,52,4,Holiday,1882942.7933333332,1694908.7783333333,Mild,Winter,-0.3718717913276063,0
1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,2012,1,1,4,No Holiday,1772673.8766666667,1699645.7775,Mild,Winter,-0.03148901921384478,0
1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,2012,1,2,4,No Holiday,1502477.9366666665,1696065.6433333333,Mild,Winter,-0.6154571510806043,0
1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,2012,1,3,4,No Holiday,1468121.6433333333,1691827.7058333333,Mild,Winter,-1.0349738094472691,0
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,2012,1,4,4,No Holiday,1391106.866666667,1660335.7066666668,Mild,Winter,-1.5179314982444252,0
1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,2012,2,5,4,No Holiday,1450019.6933333334,1663785.7700000003,Mild,Winter,0.5216042273626443,0
1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,2012,2,6,4,Holiday,1586047.5566666666,1685701.9141666668,Mild,Winter,1.5904651406074637,0
1,2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,2012,2,7,4,No Holiday,1752895.6933333334,1667914.3591666669,Mild,Winter,1.7023616535732353,0
1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,2012,2,8,4,No Holiday,1720578.42,1664189.6825,Mild,Winter,-0.1021431879810971,0
1,2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,2012,3,9,4,No Holiday,1682559.53,1654917.8808333334,Warm,Spring,0.856672282307185,0
1,2012-03-09,1675431.16,0,58.76,3.669,221.0591887,7.348,2012,3,10,4,No Holiday,1634413.25,1637772.4216666669,Mild,Spring,0.7731026347611241,0
1,2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348,2012,3,11,4,No Holiday,1680441.5666666667,1588379.4041666666,Warm,Spring,0.7862375629977901,0
1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,2012,3,12,4,No Holiday,1621324.0033333332,1589513.1833333333,Warm,Spring,-0.2843406661012099,0
1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,2012,3,13,4,No Holiday,1612715.1600000001,1597782.7424999997,Warm,Spring,0.6069455545248,0
1,2012-04-06,1899676.88,0,70.43,3.891,221.4356112,7.143,2012,4,14,4,No Holiday,1686783.1933333334,1634455.7183333335,Warm,Spring,2.215805703686458,0
1,2012-04-13,1621031.7,0,69.07,3.891,221.5102105,7.143,2012,4,15,4,No Holiday,1723437.7366666666,1653342.2066666668,Warm,Spring,0.4231192866290799,0
1,2012-04-20,1521577.87,0,66.76,3.877,221.5640737,7.143,2012,4,16,4,No Holiday,1680762.1500000001,1670196.5633333335,Warm,Spring,-0.21672501344219125,0
1,2012-04-27,1468928.37,0,67.23,3.814,221.6179368,7.143,2012,4,17,4,No Holiday,1537179.3133333335,1656245.623333333,Warm,Spring,-0.555449851657094,0
1,2012-05-04,1684519.99,0,75.55,3.749,221.6718,7.143,2012,5,18,4,No Holiday,1558342.076666667,1646415.8366666667,Warm,Spring,0.8315763614121422,0
1,2012-05-11,1611096.05,0,73.77,3.688,221.7256632,7.143,2012,5,19,4,No Holiday,1588181.47,1629018.0075,Warm,Spring,0.3591974746686649,0
1,2012-05-18,1595901.87,0,70.33,3.63,221.742674,7.143,2012,5,20,4,No Holiday,1630505.97,1633727.5108333332,Warm,Spring,0.26144448247865193,0
1,2012-05-25,1555444.55,0,77.22,3.561,221.744944,7.143,2012,5,21,4,No Holiday,1587480.8233333335,1622646.16,Warm,Spring,0.0011590254162188109,0
1,2012-06-01,1624477.58,0,77.95,3.501,221.7472139,7.143,2012,6,22,4,No Holiday,1591941.3333333333,1618400.0283333333,Warm,Summer,0.44528863573036304,0
1,2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.143,2012,6,23,4,No Holiday,1625717.6966666665,1620046.5433333337,Warm,Summer,0.9133534202029089,0
1,2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,2012,6,24,4,No Holiday,1650771.8466666667,1630008.1208333336,Warm,Summer,0.48472275757104843,0
1,2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,2012,6,25,4,No Holiday,1618561.2566666666,1619861.5525,Warm,Summer,-0.17639971192098594,0
1,2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,2012,6,26,4,No Holiday,1566291.4333333333,1589923.6033333333,Hot,Summer,-0.09549305234316724,0
1,2012-07-06,1769854.16,0,81.57,3.227,221.8837789,6.908,2012,7,27,4,No Holiday,1612707.1533333333,1602325.4749999999,Hot,Summer,1.3805806810629078,0
1,2012-07-13,1527014.04,0,77.12,3.256,221.9241579,6.908,2012,7,28,4,No Holiday,1612429.8966666665,1602778.4891666665,Warm,Summer,-0.18175097183194458,0
1,2012-07-20,1497954.76,0,80.42,3.311,221.9327267,6.908,2012,7,29,4,No Holiday,1598274.32,1605197.3550000002,Hot,Summer,-0.36870621198886094,0
1,2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.908,2012,7,30,4,No Holiday,1488030.8366666667,1584747.665,Hot,Summer,-0.7472005546371837,0
1,2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,2012,8,31,4,No Holiday,1522738.0866666667,1586417.6433333333,Hot,Summer,0.48812477102226204,0
1,2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,2012,8,32,4,No Holiday,1554223.156666667,1586126.6516666666,Hot,Summer,0.2389790599663267,0
1,2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,2012,8,33,4,No Holiday,1607137.9366666668,1589661.9433333334,Hot,Summer,0.27409406134267444,0
1,2012-08-24,1494122.38,0,77.66,3.62,222.1719457,6.908,2012,8,34,4,No Holiday,1561466.8,1578799.0099999998,Warm,Summer,-0.39336214025936816,0
1,2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,2012,8,35,4,No Holiday,1558024.61,1569203.38,Hot,Summer,0.1725422324073776,0
1,2012-09-07,1661767.33,1,83.96,3.73,222.4390153,6.908,2012,9,36,4,Holiday,1579324.37,1571800.0741666667,Hot,Fall,0.6851952737007934,0
1,2012-09-14,1517428.87,0,74.97,3.717,222.5820193,6.908,2012,9,37,4,No Holiday,1587093.2000000002,1570931.9958333333,Warm,Fall,-0.24341794222126098,0
1,2012-09-21,1506126.06,0,69.87,3.721,222.7818386,6.908,2012,9,38,4,No Holiday,1561774.0866666667,1568074.0433333332,Warm,Fall,-0.31613548918037365,0
1,2012-09-28,1437059.26,0,76.08,3.666,222.9816579,6.908,2012,9,39,4,No Holiday,1486871.3966666665,1540341.135,Warm,Fall,-0.7604823615347371,0
1,2012-10-05,1670785.97,0,68.55,3.617,223.1814772,6.573,2012,10,40,4,No Holiday,1537990.43,1552322.1291666664,Warm,Fall,0.7432174272809492,0
1,2012-10-12,1573072.81,0,62.99,3.601,223.3812965,6.573,2012,10,41,4,No Holiday,1560306.0133333334,1558581.9666666668,Warm,Fall,0.11457186915661985,0
1,2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.573,2012,10,42,4,No Holiday,1583975.8499999999,1564327.3883333334,Warm,Fall,-0.30363690646926605,0
1,2012-10-26,1493659.74,0,69.16,3.506,223.4442513,6.573,2012,10,43,4,No Holiday,1524933.7733333334,1552871.0508333333,Warm,Fall,-0.396338572308138,0
2,2010-02-05,2136989.46,0,40.19,2.572,210.7526053,8.324,2010,2,5,4,No Holiday,2136989.46,2136989.46,Mild,Winter,0.891860150788232,0
2,2010-02-12,2137809.5,1,38.49,2.548,210.8979935,8.324,2010,2,6,4,Holiday,2137399.48,2137399.48,Cold,Winter,0.8953224093169341,0
2,2010-02-19,2124451.54,0,39.69,2.514,210.9451605,8.324,2010,2,7,4,No Holiday,2133083.5,2133083.5,Cold,Winter,0.8389242934493437,0
2,2010-02-26,1865097.27,0,46.1,2.561,210.9759573,8.324,2010,2,8,4,No Holiday,2042452.7700000003,2066086.9425,Mild,Winter,-0.25608513689888157,0
2,2010-03-05,1991013.13,0,47.17,2.625,211.0067542,8.324,2010,3,9,4,No Holiday,1993520.6466666665,2051072.1800000002,Mild,Spring,0.2755392475016788,0
2,2010-03-12,1990483.78,0,57.56,2.667,211.037551,8.324,2010,3,10,4,No Holiday,1948864.7266666666,2040974.1133333333,Mild,Spring,0.2733042997525838,0
2,2010-03-19,1946070.88,0,54.52,2.72,210.8733316,8.324,2010,3,11,4,No Holiday,1975855.93,2027416.5085714287,Mild,Spring,0.08579034700712547,0
2,2010-03-26,1750197.81,0,51.26,2.732,210.6766095,8.324,2010,3,12,4,No Holiday,1895584.1566666665,1992764.17125,Mild,Spring,-0.7411976135198319,0
2,2010-04-02,2066187.72,0,63.27,2.719,210.4798874,8.2,2010,4,13,4,No Holiday,1920818.8033333335,2000922.3433333333,Warm,Spring,0.5929309178704045,0
2,2010-04-09,1954689.21,0,65.41,2.77,210.2831653,8.2,2010,4,14,4,No Holiday,1923691.58,1996299.03,Warm,Spring,0.12217745805740084,0
2,2010-04-16,1874957.94,0,68.07,2.808,210.1495463,8.2,2010,4,15,4,No Holiday,1965278.29,1985268.0218181817,Warm,Spring,-0.21445279115207064,0
2,2010-04-23,1821990.93,0,65.11,2.795,210.1000648,8.2,2010,4,16,4,No Holiday,1883879.36,1971661.5975,Warm,Spring,-0.4380827142196521,0
2,2010-04-30,1802450.29,0,66.98,2.78,210.0505833,8.2,2010,4,17,4,No Holiday,1833133.0533333335,1943783.3333333333,Warm,Spring,-0.5205844793729293,0
2,2010-05-07,2042581.71,0,71.28,2.835,210.0011018,8.2,2010,5,18,4,No Holiday,1889007.6433333333,1935847.6841666664,Warm,Spring,0.49326491444237336,0
2,2010-05-14,1880752.36,0,73.31,2.854,209.9984585,8.2,2010,5,19,4,No Holiday,1908594.7866666669,1915539.4191666667,Warm,Spring,-0.1899883990932912,0
2,2010-05-21,1896937.1,0,74.83,2.826,210.2768443,8.2,2010,5,20,4,No Holiday,1940090.39,1918192.7383333333,Warm,Spring,-0.12165544692044238,0
2,2010-05-28,1957113.89,0,81.13,2.759,210.5552301,8.2,2010,5,21,4,No Holiday,1911601.116666667,1915367.8016666668,Hot,Spring,0.1324146038178183,0
